ID,plate,treatment,line,symbiosis,well,temp,day,tent_count,day_cat
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),17,13,17_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),20,13,20_day
H2-SYM-1_B4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,B4,25C (ambient),21,14,21_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),0,0,0_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),1,0,1_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),2,0,2_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),3,0,3_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),4,0,4_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),5,0,5_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),6,0,6_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),7,0,7_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),8,0,8_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),9,0,9_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),10,0,10_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),11,0,11_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),12,0,12_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),13,0,13_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),14,0,14_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),17,6,17_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),20,8,20_day
H2-SYM-1_C1_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C1,25C (ambient),21,9,21_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),0,0,0_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),1,0,1_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),2,0,2_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),3,0,3_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),4,0,4_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),5,0,5_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),6,0,6_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),7,1,7_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),8,3,8_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),9,6,9_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),10,8,10_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),11,8,11_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),12,10,12_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),13,11,13_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),14,11,14_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),17,11,17_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),20,12,20_day
H2-SYM-1_C2_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C2,25C (ambient),21,12,21_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),0,0,0_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),1,0,1_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),2,0,2_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),3,0,3_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),4,0,4_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),5,0,5_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),6,0,6_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),7,0,7_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),8,0,8_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),9,8,9_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),10,8,10_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),11,8,11_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),12,11,12_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),13,12,13_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),14,12,14_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),17,12,17_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),20,12,20_day
H2-SYM-1_C3_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C3,25C (ambient),21,12,21_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),0,0,0_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),1,0,1_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),2,0,2_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),3,0,3_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),4,0,4_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),5,0,5_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),6,0,6_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),7,0,7_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),8,2,8_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),9,2,9_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),10,4,10_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),11,4,11_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),12,8,12_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),13,8,13_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),14,8,14_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),17,8,17_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),20,8,20_day
H2-SYM-1_C4_X2,H2-Sym-1,H2-SYM-25C,H2,Sym,C4,25C (ambient),21,8,21_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),0,0,0_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),1,0,1_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),2,0,2_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),3,0,3_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),4,0,4_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),5,2,5_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),6,4,6_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),7,6,7_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),8,f,8_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),9,f,9_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),10,f,10_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),11,f,11_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),12,f,12_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),13,f,13_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),14,f,14_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),17,f,17_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),20,f,20_day
H2-Sym-2_A1_X2,H2-Sym-2,H2-SYM-32C,H2,Sym,A1,32C (heat stress),21,f,21_day
